consumer_id,meter_number,reference_no,name,father_name,address,tariff_category,connection_date,connected_load_kw,division,sub_division,feeder_name,phase_type,meter_type,meter_make,installation_date,warranty_expiry,last_maintenance_date,latitude,longitude,status,sanctioned_load_kw
7049927,85273852135,11 76496 9516493 U,Zahaar Qusay,Jad Ghazzal,"H NO 400 Qutaybah Path, KOHAT ROAD, RAWALPINDI",A-2a,2020-05-19,1.34,SATELLITE TOWN,KOHAT ROAD,061118 CHAKLALA,Single,Smart,Landis+Gyr,2020-05-19,2027-11-26,,33.53921259243857,73.0326104400011,Active,1.4855247365228847
1743829,84527556904,11 54374 3937508 U,Ubaadah Wadi,Zahaar Tali,"H NO 702 Tamanna Isle, KOHAT ROAD, RAWALPINDI",A-2a,2020-11-08,2.33,SADDAR,WESTRIDGE,061117 WESTRIDGE,Single,Smart,Elster,2020-11-08,,,33.594210921322905,73.05547903856181,Active,2.73390175331377
8942330,15382941646,11 94790 4206183 U,Barraq Sabah,Raees Jaabir,"H NO 883 Man Camp, DHOKE KALA KHAN, RAWALPINDI",A-1b,2021-08-01,29.73,WAPDA TOWN,CHAKLALA,061116 QAYYUMABAD,Single,Smart,Elster,2021-08-01,2029-04-27,2025-03-20,33.604563749495505,73.00556447682608,Active,29.684848769978274
9712003,20413146764,11 66440 4027557 U,Labeeb Ijli,Sairah Lajlaj,"H NO 329 Ghauth Center, DHOKE KALA KHAN, RAWALPINDI",A-1b,2021-06-22,28.11,SATELLITE TOWN,CHAKLALA,061118 CHAKLALA,Single,Smart,Elster,2021-06-22,2024-08-30,2025-09-03,33.58407648084455,73.00205469837721,Active,30.66030106537564
8297090,97078552214,11 17518 2258981 U,Wafiq Bashaarat,Ghaazi Aazim,"H NO 416 Jameel Mill, CHAKLALA, RAWALPINDI",B-1,2022-04-12,17.3,RAWALPINDI CANTT,WESTRIDGE,061116 QAYYUMABAD,Three,Smart,Elster,2022-04-12,,,33.592951537350686,73.00353284731072,Disconnected,20.410312414209045
8548448,61319806303,11 58760 8448065 U,Bairbel Mahbub,Kasam Rohaan,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI",A-1a,2024-05-14,1.61,RAWALPINDI CANTT,CHAKLALA,061119 SADDAR,Single,Smart,Itron,2024-05-14,2025-02-27,,33.588667485947944,73.01680439602565,Disconnected,1.8763213737436921
8487220,51282698163,11 74382 4358435 U,Qays Baleegh,Rafee Lahiah,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI",A-1a,2019-12-12,4.1,SADDAR,WESTRIDGE,061119 SADDAR,Single,Smart,Itron,2019-12-12,2028-02-26,2025-08-16,33.57009971474869,72.99593622827778,Active,4.676233763235126
3920762,60653540259,11 76683 4762150 U,Taalib Ibrahim,Damurah Jahdami,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI",A-2a,2020-04-08,4.71,GULBERG,KOHAT ROAD,061116 QAYYUMABAD,Single,Smart,Itron,2020-04-08,2027-04-30,2025-06-25,33.528077122971375,73.05532464468347,Active,4.3507037118236225
9819709,21059113473,11 26426 6318841 U,Aryan Babar,Ubadah Gohar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI",B-2,2024-10-04,366.46,RAWALPINDI CANTT,CHAKLALA,061117 WESTRIDGE,Three,Smart,Siemens,2024-10-04,2028-11-16,2025-06-28,33.52064128500178,72.97931611206391,Active,337.74779198288985
4782763,82760628868,11 47230 2323049 U,Qasim Baseer,Ibraheem Yadid,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI",A-1a,2021-10-11,4.74,WAPDA TOWN,WESTRIDGE,061118 CHAKLALA,Single,Smart,Siemens,2021-10-11,2027-03-11,2025-11-30,33.53222006230558,73.02934791874337,Suspended,4.4321267362046015
1476028,14643816804,11 94076 5440189 U,Makeen Luqmaan,Charlesh Tadeen,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI",B-1,2024-03-02,5.82,SADDAR,MORGHAH,061116 QAYYUMABAD,Three,Conventional,Itron,2024-03-02,2027-11-29,2025-03-24,33.539587791064896,73.04763493144289,Disconnected,5.34842605268844
8375356,76209591246,11 70875 4422938 U,Awamiri Zackariya,Zaahid Qabeel,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI",A-1a,2025-01-26,1.24,WAPDA TOWN,CHAKLALA,061119 SADDAR,Single,Smart,Itron,2025-01-26,2027-04-29,,33.539273786093645,72.97915219090841,Disconnected,1.1149677657326706
7444964,95315934099,11 64805 5165284 U,Yathrib Ubaadah,Sabahat Raatib,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI",A-1a,2021-11-18,2.16,WAPDA TOWN,MORGHAH,061118 CHAKLALA,Single,Smart,Siemens,2021-11-18,2031-01-31,2025-02-27,33.56497597083977,72.99775404820545,Active,1.8058024181178298
5038756,88233449574,11 56254 1816348 U,Wahhaab Jaabir,Zabir Kaleem,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI",A-1a,2017-04-15,2.83,SADDAR,CHAKLALA,061120 KOHAT,Single,Smart,Landis+Gyr,2017-04-15,2018-12-30,2025-08-05,33.58785080633594,73.0432856764162,Active,2.3152143905867515
7082139,51030780053,11 19637 7481857 U,Bairbel Umaarah,Kachela Sair,"H NO 783 Taheem Meadows, MORGHAH, RAWALPINDI",A-1a,2018-12-14,3.25,WAPDA TOWN,MORGHAH,061120 KOHAT,Single,Smart,Siemens,2018-12-14,2021-06-05,2025-05-19,33.594589722838094,73.00080852999527,Active,3.581454723980632
9389915,14467860818,11 15100 3299088 U,Tahseen Naeem,Batal Yaman,"H NO 824 Qaim Parks, KOHAT ROAD, RAWALPINDI",A-1a,2025-02-27,3.04,RAWALPINDI CANTT,KOHAT ROAD,061117 WESTRIDGE,Single,Smart,Itron,2025-02-27,2030-02-12,2025-04-10,33.55439545878665,73.02855004874716,Active,3.15396918124728
9218263,90353425614,11 49294 8967375 U,Yaman Wadood,Ikhlaas Ubadah,"H NO 378 Jaabir Springs, CHAKLALA, RAWALPINDI",A-1b,2020-01-27,17.74,SATELLITE TOWN,KOHAT ROAD,061120 KOHAT,Single,Smart,Landis+Gyr,2020-01-27,2029-05-15,,33.5806590972177,73.06410568640244,Suspended,18.29089367305224
3860717,98150906648,11 91230 7378535 U,Qadeer Sadeed,Yaman Qadar,"H NO 698 Najeeb Vista, WESTRIDGE, RAWALPINDI",A-2a,2018-10-23,3.33,SATELLITE TOWN,MORGHAH,061116 QAYYUMABAD,Single,Smart,Landis+Gyr,2018-10-23,2023-12-13,2025-05-02,33.556396010978894,72.98728916827022,Suspended,3.6962631060070454
2044906,30211150729,11 77984 4478616 U,Aabid Umar,Tajudinn Barr,"H NO 679 Saaqib Brooks, KOHAT ROAD, RAWALPINDI",B-1,2022-09-01,22.46,RAWALPINDI CANTT,KOHAT ROAD,061118 CHAKLALA,Three,Smart,Elster,2022-09-01,2030-12-26,2026-01-02,33.55052869886448,73.04409897841488,Active,23.448927995427507
6007984,77452410971,11 51555 9049765 U,Rohaan Saboor,Umair Idris,"H NO 957 Qusay Rest, CHAKLALA, RAWALPINDI",A-1a,2022-11-09,1.99,WAPDA TOWN,DHOKE KALA KHAN,061120 KOHAT,Single,Conventional,Elster,2022-11-09,2029-09-04,2025-06-30,33.59556158339566,72.9959452651993,Active,2.352429719272677
5302415,77634303842,11 38047 4390138 U,Wadi Limazah,Wahban Ubay,"H NO 278 Kareem Turnpike, MORGHAH, RAWALPINDI",A-1a,2019-11-06,4.7,WAPDA TOWN,WESTRIDGE,061116 QAYYUMABAD,Single,Smart,Siemens,2019-11-06,,2025-08-04,33.53766716462817,72.9901836559806,Active,4.537006568170726
3306314,35465289242,11 63334 8980915 U,Aasif Zafar,Lahiah Ubay,"H NO 205 Emran Curve, CHAKLALA, RAWALPINDI",A-2a,2016-09-09,1.4,WAPDA TOWN,CHAKLALA,061116 QAYYUMABAD,Single,Smart,Siemens,2016-09-09,2030-01-26,2025-09-11,33.60876693797506,73.058222972567,Active,1.354015590057203
1609681,33602494123,11 47941 1628578 U,Basem Aariz,Kafeel Zaakir,"H NO 582 Qusay Club, MORGHAH, RAWALPINDI",A-2b,2022-05-07,47.03,SATELLITE TOWN,CHAKLALA,061118 CHAKLALA,Single,Conventional,Elster,2022-05-07,2024-09-27,,33.56552126735153,72.9941837081498,Active,43.84482922959955
