billing_month,issue_date,due_date,units_consumed,variable_charges,fixed_charges,gst,electricity_duty,tv_fee,late_payment_surcharge,total_amount,amount_within_due_date,amount_after_due_date,tariff_applied,reference_no,meter_number,consumer_id,consumer_name,address
OCT 24,2024-10-25,2024-11-08,5061.23,104885.81,630.0,18992.85,1573.29,0,0.0,126081.94,126081.94,132386.04,A-2a,11 28965 9301253 U,61293684848,1098919,Talhah Ghazzal,"H NO 977 Ihab Ford, KOHAT ROAD, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4324.85,89421.89,630.0,16209.34,1341.33,0,0.0,107602.56,107602.56,112982.69,A-2a,11 30273 8796584 U,61293684848,1098919,Talhah Ghazzal,"H NO 977 Ihab Ford, KOHAT ROAD, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3907.17,80650.59,630.0,14630.51,1209.76,0,0.0,97120.86,97120.86,101976.9,A-2a,11 42133 8931488 U,61293684848,1098919,Talhah Ghazzal,"H NO 977 Ihab Ford, KOHAT ROAD, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3780.45,77989.37,630.0,14151.49,1169.84,0,0.0,93940.69,93940.69,98637.73,A-2a,11 83131 6989154 U,61293684848,1098919,Talhah Ghazzal,"H NO 977 Ihab Ford, KOHAT ROAD, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3864.97,79764.39,11595.0,16444.69,1196.47,0,0.0,109000.55,109000.55,114450.57,A-2b,11 71463 2181985 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3596.44,74125.34,11595.0,15429.66,1111.88,0,0.0,102261.89,102261.89,107374.98,A-2b,11 73421 8532970 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4491.97,92931.39,11595.0,18814.75,1393.97,35,0.0,124770.11,124770.11,131008.62,A-2b,11 91962 8176585 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4872.18,100915.72,11595.0,20251.93,1513.74,0,0.0,134276.38,134276.38,140990.2,A-2b,11 30131 5284707 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6782.86,141040.08,11595.0,27474.31,2115.6,35,0.0,182260.0,182260.0,191373.0,A-2b,11 86098 7598998 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7645.23,159149.91,11595.0,30734.08,2387.25,35,0.0,203901.25,203901.25,214096.31,A-2b,11 19589 1459014 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7829.87,163027.33,11595.0,31432.02,2445.41,35,8731.12,217265.88,217265.88,228129.17,A-2b,11 71528 8039589 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7261.15,151084.15,11595.0,29282.25,2266.26,0,0.0,194227.66,194227.66,203939.04,A-2b,11 33487 9188658 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5968.36,123935.58,11595.0,24395.5,1859.03,0,0.0,161785.12,161785.12,169874.38,A-2b,11 62374 1208865 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,4980.67,103194.05,11595.0,20662.03,1547.91,0,0.0,136998.99,136998.99,143848.94,A-2b,11 65603 6636569 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4386.48,90716.0,11595.0,18415.98,1360.74,35,0.0,122122.72,122122.72,128228.85,A-2b,11 68152 8107070 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3944.07,81425.57,11595.0,16743.7,1221.38,0,0.0,110985.66,110985.66,116534.95,A-2b,11 65092 8832073 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3780.16,77983.4,11595.0,16124.11,1169.75,0,0.0,106872.27,106872.27,112215.88,A-2b,11 35699 1099603 U,89001715430,9961107,Aasif Zaheer,"H NO 439 Qawee Road, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3893.96,80373.1,4087.5,15202.91,1205.6,35,0.0,100904.1,100904.1,105949.31,A-2b,11 95171 7803680 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3677.11,75819.37,4087.5,14383.24,1137.29,0,0.0,95427.4,95427.4,100198.77,A-2b,11 26285 4459987 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4487.99,92847.75,4087.5,17448.34,1392.72,35,0.0,115811.31,115811.31,121601.87,A-2b,11 73966 5446341 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4913.32,101779.8,4087.5,19056.11,1526.7,0,0.0,126450.12,126450.12,132772.62,A-2b,11 52044 6363702 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6733.16,139996.42,4087.5,25935.11,2099.95,0,0.0,172118.98,172118.98,180724.92,A-2b,11 21674 5956193 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7592.4,158040.3,4087.5,29183.0,2370.6,0,0.0,193681.4,193681.4,203365.47,A-2b,11 89208 3647963 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7900.06,164501.26,4087.5,30345.98,2467.52,0,0.0,201402.26,201402.26,211472.37,A-2b,11 88941 1996170 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7274.04,151354.86,4087.5,27979.62,2270.32,0,0.0,185692.31,185692.31,194976.92,A-2b,11 73392 5969075 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,6051.05,125672.03,4087.5,23356.72,1885.08,0,0.0,155001.32,155001.32,162751.39,A-2b,11 81875 1113453 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5043.58,104515.1,4087.5,19548.47,1567.73,0,0.0,129718.79,129718.79,136204.73,A-2b,11 67618 2920680 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4374.21,90458.43,4087.5,17018.27,1356.88,35,0.0,112956.08,112956.08,118603.88,A-2b,11 49222 4373587 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3946.21,81470.43,4087.5,15400.43,1222.06,0,0.0,102180.42,102180.42,107289.44,A-2b,11 31566 7187411 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3813.5,78683.58,4087.5,14898.8,1180.25,0,0.0,98850.13,98850.13,103792.64,A-2b,11 73585 2563022 U,12019952485,2374158,Rahat Zahri,"H NO 359 Mahdi Haven, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1948.64,30082.48,50.0,5423.85,451.24,35,0.0,36042.57,36042.57,37844.69,A-1a,11 59268 6547910 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1817.11,27320.29,50.0,4926.65,409.8,0,0.0,32706.75,32706.75,34342.08,A-1a,11 97037 2546670 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2254.96,36515.08,50.0,6581.71,547.73,0,0.0,43694.52,43694.52,45879.24,A-1a,11 61213 9162297 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2402.48,39613.02,50.0,7139.34,594.2,0,0.0,47396.56,47396.56,49766.38,A-1a,11 39441 9795536 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3363.03,59784.67,50.0,10770.24,896.77,0,0.0,71501.68,71501.68,75076.77,A-1a,11 55831 4216043 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3800.27,68966.73,50.0,12423.01,1034.5,0,0.0,82474.25,82474.25,86597.96,A-1a,11 86028 9664125 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3821.52,69412.94,50.0,12503.33,1041.19,0,0.0,83007.46,83007.46,87157.84,A-1a,11 46123 2977031 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3631.92,65431.42,50.0,11786.66,981.47,0,0.0,78249.55,78249.55,82162.03,A-1a,11 18773 4275213 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2975.81,51652.99,50.0,9306.54,774.79,0,0.0,61784.32,61784.32,64873.54,A-1a,11 69124 9398059 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2523.58,42156.16,50.0,7597.11,632.34,0,0.0,50435.61,50435.61,52957.39,A-1a,11 73137 4579890 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2174.5,34825.54,50.0,6277.6,522.38,0,0.0,41675.52,41675.52,43759.3,A-1a,11 34873 2270308 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1960.47,30330.97,50.0,5468.58,454.96,0,1519.05,37823.56,37823.56,39714.74,A-1a,11 30045 4249798 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1924.15,29568.19,50.0,5331.27,443.52,35,0.0,35427.99,35427.99,37199.39,A-1a,11 24683 5503540 U,92325027511,7189034,Umar Baasit,"H NO 168 Yawer Wells, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3929.76,81124.98,1100.0,14800.5,1216.87,0,0.0,98242.35,98242.35,103154.47,A-2a,11 12160 8459841 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3638.2,75002.28,1100.0,13698.41,1125.03,0,0.0,90925.73,90925.73,95472.02,A-2a,11 60031 3465186 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4560.75,94375.65,1100.0,17185.62,1415.63,0,0.0,114076.9,114076.9,119780.74,A-2a,11 43902 5627785 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4877.07,101018.39,1100.0,18381.31,1515.28,0,0.0,122014.97,122014.97,128115.72,A-2a,11 21856 5167180 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6701.1,139323.14,1100.0,25276.17,2089.85,0,0.0,167789.15,167789.15,176178.61,A-2a,11 24794 5339646 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7632.23,158876.81,1100.0,28795.83,2383.15,35,0.0,191190.79,191190.79,200750.33,A-2a,11 88585 4900565 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7787.84,162144.58,1100.0,29384.02,2432.17,35,0.0,195095.77,195095.77,204850.56,A-2a,11 23493 7019903 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7269.01,151249.25,1100.0,27422.87,2268.74,35,0.0,182075.86,182075.86,191179.65,A-2a,11 59647 2884110 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5945.2,123449.14,1100.0,22418.84,1851.74,0,0.0,148819.72,148819.72,156260.7,A-2a,11 63098 8630352 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5030.45,104239.49,1100.0,18961.11,1563.59,0,0.0,125864.19,125864.19,132157.4,A-2a,11 75595 4559864 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4329.31,89515.55,1100.0,16310.8,1342.73,0,0.0,108269.08,108269.08,113682.54,A-2a,11 24762 2520850 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3934.83,81231.47,1100.0,14819.66,1218.47,35,4116.57,102521.18,102521.18,107647.24,A-2a,11 98295 3143465 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3725.39,76833.15,1100.0,14027.97,1152.5,35,0.0,93148.61,93148.61,97806.04,A-2a,11 23774 9315048 U,57421030846,3030966,Taanish Qabeel,"H NO 71 Nabih Spur, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3899.93,80498.47,1215.0,14708.42,1207.48,0,4085.67,101715.04,101715.04,106800.79,A-2a,11 90172 4260607 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3634.9,74932.92,1215.0,13706.63,1123.99,35,0.0,91013.54,91013.54,95564.22,A-2a,11 48894 5601496 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4502.82,93159.2,1215.0,16987.36,1397.39,0,0.0,112758.94,112758.94,118396.89,A-2a,11 25936 4337815 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4891.37,101318.69,1215.0,18456.06,1519.78,0,0.0,122509.53,122509.53,128635.01,A-2a,11 39451 9908537 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6728.22,139892.56,1215.0,25399.36,2098.39,0,0.0,168605.31,168605.31,177035.57,A-2a,11 36301 2305680 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7751.6,161383.66,1215.0,29267.76,2420.75,0,0.0,194287.18,194287.18,204001.54,A-2a,11 67043 8176314 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7883.38,164151.02,1215.0,29765.88,2462.27,0,0.0,197594.17,197594.17,207473.88,A-2a,11 47004 9561028 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7304.27,151989.75,1215.0,27576.86,2279.85,35,0.0,183096.46,183096.46,192251.28,A-2a,11 95932 4231960 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5929.93,123128.45,1215.0,22381.82,1846.93,0,0.0,148572.19,148572.19,156000.8,A-2a,11 71790 5916208 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,5034.99,104334.83,1215.0,18998.97,1565.02,0,0.0,126113.82,126113.82,132419.52,A-2a,11 64226 4105698 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4361.58,90193.24,1215.0,16453.48,1352.9,0,0.0,109214.63,109214.63,114675.36,A-2a,11 33634 2616175 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3924.98,81024.66,1215.0,14803.14,1215.37,0,0.0,98258.17,98258.17,103171.08,A-2a,11 82234 4431142 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3753.73,77428.23,1215.0,14155.78,1161.42,0,0.0,93960.43,93960.43,98658.45,A-2a,11 90959 8328489 U,86964171798,5531230,Ihtiram Yasir,"H NO 749 Ubaydullah Alley, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1978.5,30709.5,100.0,5545.71,460.64,35,0.0,36850.85,36850.85,38693.4,A-1b,11 66684 1386489 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1794.61,26847.77,100.0,4850.6,402.72,35,0.0,32236.08,32236.08,33847.89,A-1b,11 88177 4278293 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2253.92,36493.36,100.0,6586.81,547.4,35,0.0,43762.57,43762.57,45950.7,A-1b,11 66726 3131338 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2411.47,39801.87,100.0,7182.34,597.03,0,0.0,47681.23,47681.23,50065.3,A-1b,11 82064 8135008 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3345.83,59423.41,100.0,10714.21,891.35,35,2976.17,74140.14,74140.14,77847.15,A-1b,11 94278 1516054 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3800.45,68970.41,100.0,12432.67,1034.56,35,3453.52,86026.16,86026.16,90327.47,A-1b,11 90261 6151224 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3935.64,71809.54,100.0,12943.72,1077.14,0,0.0,85930.41,85930.41,90226.93,A-1b,11 53526 7809533 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3718.04,67239.74,100.0,12121.15,1008.6,0,0.0,80469.48,80469.48,84492.96,A-1b,11 78117 8805897 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,3017.85,52535.79,100.0,9474.44,788.04,0,0.0,62898.27,62898.27,66043.18,A-1b,11 90697 3773436 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2495.88,41574.54,100.0,7501.42,623.62,0,0.0,49799.58,49799.58,52289.56,A-1b,11 21667 1308455 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2164.59,34617.35,100.0,6249.12,519.26,0,0.0,41485.73,41485.73,43560.02,A-1b,11 24934 1624052 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1940.92,29920.38,100.0,5403.67,448.81,35,0.0,35907.86,35907.86,37703.25,A-1b,11 27582 6548660 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1887.45,28797.39,100.0,5201.53,431.96,0,0.0,34530.88,34530.88,36257.42,A-1b,11 64642 6297502 U,58155688071,9179730,Basaam Bashaarat,"H NO 611 Tirdad Spurs, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1958.91,30298.15,100.0,5471.67,454.47,35,0.0,36359.29,36359.29,38177.26,A-1b,11 84248 7088104 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1794.09,26836.85,100.0,4848.63,402.55,0,0.0,32188.03,32188.03,33797.44,A-1b,11 82821 4815946 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2235.11,36098.35,100.0,6515.7,541.48,35,1809.92,45100.45,45100.45,47355.47,A-1b,11 25039 7020479 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2447.03,40548.65,100.0,7316.76,608.23,0,0.0,48573.64,48573.64,51002.32,A-1b,11 80310 4125219 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3338.2,59263.26,100.0,10685.39,888.95,35,0.0,70972.6,70972.6,74521.23,A-1b,11 89379 9166088 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3814.79,69271.57,100.0,12486.88,1039.07,0,0.0,82897.52,82897.52,87042.4,A-1b,11 42410 6863217 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3964.21,72409.41,100.0,13051.69,1086.14,35,3625.47,90307.72,90307.72,94823.1,A-1b,11 85735 5463073 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3646.2,65731.12,100.0,11849.6,985.97,0,0.0,78666.68,78666.68,82600.02,A-1b,11 34642 4307185 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2978.75,51714.77,100.0,9326.66,775.72,35,0.0,61952.15,61952.15,65049.76,A-1b,11 95301 1441169 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2495.41,41564.63,100.0,7499.63,623.47,0,0.0,49787.73,49787.73,52277.12,A-1b,11 81348 3757851 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2162.38,34570.9,100.0,6240.76,518.56,0,1733.54,43163.77,43163.77,45321.95,A-1b,11 32572 9476524 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1941.17,29925.49,100.0,5404.59,448.88,35,0.0,35913.96,35913.96,37709.65,A-1b,11 38984 8652246 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1893.19,28918.05,100.0,5223.25,433.77,0,0.0,34675.07,34675.07,36408.83,A-1b,11 99348 3586517 U,41328503269,2561176,Tamanna Rohaan,"H NO 596 Kareem Lakes, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1973.4,30602.4,50.0,5517.43,459.04,0,0.0,36628.87,36628.87,38460.31,A-1a,11 68307 7713518 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1812.26,27218.4,50.0,4908.31,408.28,0,0.0,32584.98,32584.98,34214.23,A-1a,11 19068 4866784 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2238.06,36160.28,50.0,6517.85,542.4,0,0.0,43270.54,43270.54,45434.06,A-1a,11 14031 6713937 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2416.6,39909.58,50.0,7192.72,598.64,0,0.0,47750.95,47750.95,50138.49,A-1a,11 76856 3726555 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3353.27,59579.65,50.0,10733.34,893.69,0,0.0,71256.68,71256.68,74819.51,A-1a,11 90442 8997421 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3771.85,68369.79,50.0,12315.56,1025.55,0,0.0,81760.9,81760.9,85848.94,A-1a,11 62352 5515488 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3915.19,71380.01,50.0,12857.4,1070.7,0,0.0,85358.11,85358.11,89626.02,A-1a,11 83501 2902810 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3637.57,65549.97,50.0,11807.99,983.25,35,0.0,78426.21,78426.21,82347.52,A-1a,11 26061 9174021 U,86205093898,3005795,Ghannam Raashid,"H NO 496 Qabeel Freeway, CHAKLALA, RAWALPINDI"
